priority,approval_item_id,item_type,topic,fact_id_ref,brand,product,manager_text,suggested_decision,rop_question,source_id,linked_open_question,risk_notes
P0,approve:fact_v3_foton_certificates_types_payment_for_tax_deduction_lead_time_days_bd826f9b4d,tax,11_tax_deduction,fact:v3:foton:certificates_types_payment_for_tax_deduction_lead_time_days:bd826f9b4d,foton,tax_deduction,"Фотон: certificates / types / payment for tax deduction / lead time days — 3. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_foton_licenses_ooo_cdpo_foton_grants_1_a527455fc6,tax,11_tax_deduction,fact:v3:foton:licenses_ooo_cdpo_foton_grants_1:a527455fc6,foton,licenses,"Фотон: licenses / ooo cdpo foton / grants / 1 — Социальный налоговый вычет. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_foton_tax_deduction_available_761cd8deb6,tax,11_tax_deduction,fact:v3:foton:tax_deduction_available:761cd8deb6,foton,tax_deduction,Фотон: tax deduction / available — да.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_certificate_form_30f5532fac,tax,11_tax_deduction,fact:v3:foton:tax_deduction_certificate_form:30f5532fac,foton,tax_deduction,Фотон: tax deduction / certificate form — КНД 1151158 (Приказ Минфина 18.10.2023 № 165н).,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_certificate_lead_time_days_07eeb90b49,tax,11_tax_deduction,fact:v3:foton:tax_deduction_certificate_lead_time_days:07eeb90b49,foton,tax_deduction,"Фотон: tax deduction / certificate lead time days — 3. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,"Импортировано из Claude v3 handoff. Старый срок из YAML не используется в клиентском ответе; актуальная фраза 10 дней взята из bot_policy. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_foton_tax_deduction_client_safe_text_when_asked_61b2612a48,tax,11_tax_deduction,fact:v3:foton:tax_deduction_client_safe_text_when_asked:61b2612a48,foton,tax_deduction,"Налоговый вычет за обучение возможен — у нас есть лицензия. За обучение ребёнка можно вернуть до 14 300 ₽ в год. Менеджер подготовит справку за 3 рабочих дня — её приложите к декларации в налоговую. [client_blocked: internal_only, manager_only_route, stale_certificate_phrase:3 рабочих дня]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route', 'stale_certificate_phrase:3 рабочих дня']"
P0,approve:fact_v3_foton_tax_deduction_client_safe_text_when_online_question_899cf9b6a1,tax,11_tax_deduction,fact:v3:foton:tax_deduction_client_safe_text_when_online_question:899cf9b6a1,foton,tax_deduction,По онлайн-курсам — это вопрос трактовки конкретной налоговой инспекции. Передам уточнение нашему специалисту.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_client_safe_text_when_two_children_e5698ed80e,tax,11_tax_deduction,fact:v3:foton:tax_deduction_client_safe_text_when_two_children:e5698ed80e,foton,tax_deduction,"Лимит на каждого ребёнка отдельный — 110 000 ₽. Если за двоих детей вы потратили по 110 000 ₽, можно вернуть до 28 600 ₽ суммарно. Менеджер пришлёт две справки.",approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_fns_review_months_ae732ea703,tax,11_tax_deduction,fact:v3:foton:tax_deduction_fns_review_months:ae732ea703,foton,tax_deduction,Фотон: tax deduction / fns review months — 3.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_limits_2023_and_earlier_max_expenses_per_child_cd42c07277,tax,11_tax_deduction,fact:v3:foton:tax_deduction_limits_2023_and_earlier_max_expenses_per_child:cd42c07277,foton,tax_deduction,Фотон: tax deduction / limits / 2023 and earlier / max expenses per child — 50 000.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_limits_2024_and_later_max_expenses_per_child_5a7e70a328,tax,11_tax_deduction,fact:v3:foton:tax_deduction_limits_2024_and_later_max_expenses_per_child:5a7e70a328,foton,tax_deduction,Фотон: tax deduction / limits / 2024 and later / max expenses per child — 110 000.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_payment_after_approval_months_e2894462b5,tax,11_tax_deduction,fact:v3:foton:tax_deduction_payment_after_approval_months:e2894462b5,foton,tax_deduction,Фотон: tax deduction / payment after approval months — 1.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_internal_high_risk_keywords_removed_2026_05_17_dmitri_decision_5_9e40fc98f3,tax,11_tax_deduction,fact:v3:internal:high_risk_keywords_removed_2026_05_17_dmitri_decision_5:9e40fc98f3,internal,high_risk_keywords,"Внутренне: high risk keywords / removed 2026 05 17 dmitri decision / 5 — вычет. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P0,approve:fact_v3_unpk_certificates_types_payment_for_tax_deduction_form_c63fda47c2,tax,11_tax_deduction,fact:v3:unpk:certificates_types_payment_for_tax_deduction_form:c63fda47c2,unpk,tax_deduction,УНПК: certificates / types / payment for tax deduction / form — КНД 1151158.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_certificates_types_payment_for_tax_deduction_lead_time_days_3bb9541ff1,tax,11_tax_deduction,fact:v3:unpk:certificates_types_payment_for_tax_deduction_lead_time_days:3bb9541ff1,unpk,tax_deduction,"УНПК: certificates / types / payment for tax deduction / lead time days — 3. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_unpk_legal_entities_entities_1_used_for_5_0e349055ed,tax,11_tax_deduction,fact:v3:unpk:legal_entities_entities_1_used_for_5:0e349055ed,unpk,legal_entities,"УНПК: legal entities / entities / 1 / used for / 5 — Налоговый вычет. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_unpk_legal_entities_full_map_1_used_for_5_6e4d2ae129,tax,11_tax_deduction,fact:v3:unpk:legal_entities_full_map_1_used_for_5:6e4d2ae129,unpk,legal_entities_full_map,"УНПК: legal entities full map / 1 / used for / 5 — Налоговый вычет. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_unpk_licenses_ano_dpo_unpk_mfti_grants_1_80f56c18c6,tax,11_tax_deduction,fact:v3:unpk:licenses_ano_dpo_unpk_mfti_grants_1:80f56c18c6,unpk,licenses,"УНПК: licenses / ano dpo unpk mfti / grants / 1 — Социальный налоговый вычет. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_unpk_tax_deduction_available_d5c3dac7c4,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_available:d5c3dac7c4,unpk,tax_deduction,УНПК: tax deduction / available — да.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_tax_deduction_certificate_form_6b12475d17,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_certificate_form:6b12475d17,unpk,tax_deduction,УНПК: tax deduction / certificate form — КНД 1151158 (Приказ Минфина 18.10.2023 № 165н).,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_tax_deduction_certificate_lead_time_days_dd9632579a,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_certificate_lead_time_days:dd9632579a,unpk,tax_deduction,"УНПК: tax deduction / certificate lead time days — 3. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,"Импортировано из Claude v3 handoff. Старый срок из YAML не используется в клиентском ответе; актуальная фраза 10 дней взята из bot_policy. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_unpk_tax_deduction_client_safe_text_when_asked_5985cefa1c,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_client_safe_text_when_asked:5985cefa1c,unpk,tax_deduction,"Налоговый вычет за обучение возможен — у нас есть лицензия. За обучение ребёнка можно вернуть до 14 300 ₽ в год. Менеджер подготовит справку за 3 рабочих дня — её приложите к декларации в налоговую. [client_blocked: internal_only, manager_only_route, stale_certificate_phrase:3 рабочих дня]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route', 'stale_certificate_phrase:3 рабочих дня']"
P0,approve:fact_v3_unpk_tax_deduction_client_safe_text_when_online_question_95a4c1df0b,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_client_safe_text_when_online_question:95a4c1df0b,unpk,tax_deduction,По онлайн-курсам — это вопрос трактовки конкретной налоговой инспекции. Передам уточнение нашему специалисту.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_tax_deduction_client_safe_text_when_two_children_29a1d6f600,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_client_safe_text_when_two_children:29a1d6f600,unpk,tax_deduction,"Лимит на каждого ребёнка отдельный — 110 000 ₽. Если за двоих детей вы потратили по 110 000 ₽, можно вернуть до 28 600 ₽ суммарно. Менеджер пришлёт две справки.",approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_tax_deduction_fns_review_months_7326f49e99,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_fns_review_months:7326f49e99,unpk,tax_deduction,УНПК: tax deduction / fns review months — 3.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_tax_deduction_license_basis_internal_52ef88b688,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_license_basis_internal:52ef88b688,unpk,tax_deduction,"УНПК: tax deduction / license basis internal — АНО ДПО «УНПК МФТИ», лицензия Л035-01255-50/01195871 от 13.05.2024. [client_blocked: global_forbidden:АНО ДПО, global_forbidden:Л035, internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['global_forbidden:АНО ДПО', 'global_forbidden:Л035', 'internal_only', 'manager_only_route']"
P0,approve:fact_v3_unpk_tax_deduction_limits_2023_and_earlier_max_expenses_per_child_255f1ed441,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_limits_2023_and_earlier_max_expenses_per_child:255f1ed441,unpk,tax_deduction,УНПК: tax deduction / limits / 2023 and earlier / max expenses per child — 50 000.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_tax_deduction_limits_2024_and_later_max_expenses_per_child_58315ff278,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_limits_2024_and_later_max_expenses_per_child:58315ff278,unpk,tax_deduction,УНПК: tax deduction / limits / 2024 and later / max expenses per child — 110 000.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_tax_deduction_payment_after_approval_months_0dfe402020,tax,11_tax_deduction,fact:v3:unpk:tax_deduction_payment_after_approval_months:0dfe402020,unpk,tax_deduction,УНПК: tax deduction / payment after approval months — 1.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_certificates_types_for_matkap_content_9dfc107ef4,matkap,12_matkap,fact:v3:foton:certificates_types_for_matkap_content:9dfc107ef4,foton,matkap,Фотон: certificates / types / for matkap / content — Договор + лицензия + реквизиты.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_certificates_types_for_matkap_lead_time_days_eb97b629c2,matkap,12_matkap,fact:v3:foton:certificates_types_for_matkap_lead_time_days:eb97b629c2,foton,matkap,"Фотон: certificates / types / for matkap / lead time days — 3. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_foton_matkap_child_age_sertificate_owner_min_45af9a03cd,matkap,12_matkap,fact:v3:foton:matkap_child_age_sertificate_owner_min:45af9a03cd,foton,matkap,Фотон: matkap / child age / sertificate owner min — 3.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_child_age_student_max_8271348f42,matkap,12_matkap,fact:v3:foton:matkap_child_age_student_max:8271348f42,foton,matkap,Фотон: matkap / child age / student max — 25.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_client_safe_text_when_asked_3e1028c555,matkap,12_matkap,fact:v3:foton:matkap_client_safe_text_when_asked:3e1028c555,foton,matkap,"Да, оплата материнским капиталом возможна. Работаем с федеральным маткапиталом. Менеджер пришлёт перечень документов и поможет с оформлением через СФР. Подскажите ФИО ребёнка и какой курс рассматриваете.",approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_client_safe_text_when_regional_784890f349,matkap,12_matkap,fact:v3:foton:matkap_client_safe_text_when_regional:784890f349,foton,matkap,"К сожалению, региональный маткапитал не принимаем — только федеральный. Если у вас федеральный — менеджер подскажет порядок оформления.",approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_client_safe_text_when_timeline_97af2d2022,matkap,12_matkap,fact:v3:foton:matkap_client_safe_text_when_timeline:97af2d2022,foton,matkap,"Срок рассмотрения в СФР — до 10 рабочих дней, плюс ещё до 5 дней на перевод. Итого до 15 дней.",approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_required_docs_1_2403afffb4,matkap,12_matkap,fact:v3:foton:matkap_required_docs_1:2403afffb4,foton,matkap,Фотон: matkap / required docs / 1 — Копия паспорта родителя.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_required_docs_2_3b30548baf,matkap,12_matkap,fact:v3:foton:matkap_required_docs_2:3b30548baf,foton,matkap,Фотон: matkap / required docs / 2 — Копия паспорта обучающегося.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_required_docs_3_fc65667932,matkap,12_matkap,fact:v3:foton:matkap_required_docs_3:fc65667932,foton,matkap,Фотон: matkap / required docs / 3 — СНИЛС родителя и обучающегося.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_required_docs_4_638afe3369,matkap,12_matkap,fact:v3:foton:matkap_required_docs_4:638afe3369,foton,matkap,Фотон: matkap / required docs / 4 — ИНН родителя и обучающегося.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_required_docs_5_d0f3351369,matkap,12_matkap,fact:v3:foton:matkap_required_docs_5:d0f3351369,foton,matkap,Фотон: matkap / required docs / 5 — Копия сертификата маткапитал.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_required_docs_6_42891fc730,matkap,12_matkap,fact:v3:foton:matkap_required_docs_6:42891fc730,foton,matkap,Фотон: matkap / required docs / 6 — Справка о состоянии лицевого счёта (СФР через Госуслуги).,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_required_docs_7_bfff3ddff1,matkap,12_matkap,fact:v3:foton:matkap_required_docs_7:bfff3ddff1,foton,matkap,Фотон: matkap / required docs / 7 — Договор.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_responsible_person_internal_7761ec5ec1,matkap,12_matkap,fact:v3:foton:matkap_responsible_person_internal:7761ec5ec1,foton,matkap,"Фотон: matkap / responsible person internal — Бухгалтерия Фотон (уточнить ФИО у Дмитрия). [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_foton_matkap_rule_federal_only_e367a9d254,matkap,12_matkap,fact:v3:foton:matkap_rule_federal_only:e367a9d254,foton,matkap,Фотон: matkap / rule federal only — да.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_timeline_sfr_review_days_bb86f60034,matkap,12_matkap,fact:v3:foton:matkap_timeline_sfr_review_days:bb86f60034,foton,matkap,Фотон: matkap / timeline / sfr review days — 10.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_timeline_total_max_days_b71384a602,matkap,12_matkap,fact:v3:foton:matkap_timeline_total_max_days:b71384a602,foton,matkap,Фотон: matkap / timeline / total max days — 15.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_matkap_timeline_transfer_days_5353d886c7,matkap,12_matkap,fact:v3:foton:matkap_timeline_transfer_days:5353d886c7,foton,matkap,Фотон: matkap / timeline / transfer days — 5.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_internal_cross_brand_handoff_notes_matkap_rule_a1311f57a9,matkap,12_matkap,fact:v3:internal:cross_brand_handoff_notes_matkap_rule:a1311f57a9,internal,matkap,"Внутренне: cross brand handoff notes / matkap / rule — Маткапитал принимает только УНПК (через АНО ДПО). Бот Фотон при вопросе про маткапитал делает handoff менеджеру, не консультируя по УНПК. Менеджер Фотона может организовать переход на отдельный диалог с УНПК, но это не задача бота.. [client_blocked: cross_brand_text, global_forbidden:АНО ДПО, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['cross_brand_text', 'global_forbidden:АНО ДПО', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P0,approve:fact_v3_unpk_certificates_types_for_matkap_content_ae0a6d2f4b,matkap,12_matkap,fact:v3:unpk:certificates_types_for_matkap_content:ae0a6d2f4b,unpk,matkap,УНПК: certificates / types / for matkap / content — Договор + лицензия + реквизиты.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_certificates_types_for_matkap_lead_time_days_304fd864f4,matkap,12_matkap,fact:v3:unpk:certificates_types_for_matkap_lead_time_days:304fd864f4,unpk,matkap,"УНПК: certificates / types / for matkap / lead time days — 3. [client_blocked: internal_only, manager_only_route]",keep_internal_only,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'manager_only_route']"
P0,approve:fact_v3_unpk_matkap_child_age_sertificate_owner_min_5d054d6e08,matkap,12_matkap,fact:v3:unpk:matkap_child_age_sertificate_owner_min:5d054d6e08,unpk,matkap,УНПК: matkap / child age / sertificate owner min — 3.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_matkap_child_age_student_max_817f16e95f,matkap,12_matkap,fact:v3:unpk:matkap_child_age_student_max:817f16e95f,unpk,matkap,УНПК: matkap / child age / student max — 25.,approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_matkap_client_safe_text_when_asked_680f57f849,matkap,12_matkap,fact:v3:unpk:matkap_client_safe_text_when_asked:680f57f849,unpk,matkap,"Да, оплата материнским капиталом возможна. Работаем с федеральным маткапиталом. Менеджер пришлёт перечень документов и поможет с оформлением через СФР. Подскажите ФИО ребёнка и какой курс рассматриваете.",approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_matkap_client_safe_text_when_regional_a8a98cde56,matkap,12_matkap,fact:v3:unpk:matkap_client_safe_text_when_regional:a8a98cde56,unpk,matkap,"К сожалению, региональный маткапитал не принимаем — только федеральный. Если у вас федеральный — менеджер подскажет порядок оформления.",approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_matkap_client_safe_text_when_timeline_a8ebef5d29,matkap,12_matkap,fact:v3:unpk:matkap_client_safe_text_when_timeline:a8ebef5d29,unpk,matkap,"Срок рассмотрения в СФР — до 10 рабочих дней, плюс ещё до 5 дней на перевод. Итого до 15 дней.",approve_for_client_answer_after_rop_review,Подтверждаете клиентскую формулировку без раскрытия юрлица и номеров?,claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
