fact_id,brand,fact_type,product,client_safe_text,risk_level,freshness_status,valid_from,valid_until,bot_template_required,usage_mode,refresh_before_launch
fact:v3:foton:presentation_format_facts_2026_05_21_client_facts_parent_access_offline_client_safe_text:aaeb3c1109,foton,program,presentation_format_facts_2026_05_21,"Вход родителей в здание школы может быть ограничен правилами площадки, поэтому ожидание обычно организуют рядом с площадкой.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:presentation_format_facts_2026_05_21_client_facts_placement_and_first_feedback_client_safe_text:c974c60649,foton,program,presentation_format_facts_2026_05_21,"До старта ребёнок проходит вступительное тестирование и заполняет анкету — это помогает подобрать группу и адаптировать программу. Первые 3-4 занятия преподаватель оценивает уровень и мотивацию, после чего можно дать первую обратную связь и при необходимости обсудить переход в другую группу.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:presentation_format_facts_2026_05_21_client_facts_student_account_access_client_safe_text:5eede14544,foton,program,presentation_format_facts_2026_05_21,"У ученика есть личный кабинет на учебной платформе. Если пароль забыт, его восстанавливают через кнопку «Забыли пароль»; центр не видит пароли учеников и не может назвать старый пароль.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:presentation_format_facts_2026_05_21_client_facts_subjects_by_class_client_safe_text:5cd9ced49c,foton,program,presentation_format_facts_2026_05_21,"По предметам в Фотоне: онлайн есть математика для 3-11 классов, информатика для 5-11 классов, физика для 7-11 классов; очно есть математика для 3-11 классов, информатика для 5-11 классов, физика для 5-11 классов и русский язык для 9-11 классов.",low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:r4_1_owner_2026_06_12_foton_author_program_not_single_textbook:cd9d5ec9a3,foton,program,regular_courses_2026_27,"Занятия идут по авторской сборной программе центра, а не по одному школьному учебнику. При необходимости преподаватель порекомендует дополнительные пособия.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:foton:r4_1_owner_2026_06_12_foton_individual_lessons_request:a64f3b794c,foton,program,individual_lessons,Индивидуальные занятия возможны по запросу — детали и стоимость подскажет менеджер.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:foton:r4_1_owner_2026_06_12_foton_m11_online_math_ege_product:3b4266eb11,foton,program,m11_online_math_ege,"М11 — онлайн-подготовка к ЕГЭ по математике для 11 класса: 6 модулей по 5-6 недель, всего 35 недель занятий. В составе: живые вебинары, видео-разборы, конспекты, банк задач, домашние задания с проверкой, входная и выходная диагностика, закрытый чат, наставник и куратор, психологическая поддержка.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:foton:r4_1_owner_2026_06_12_foton_m9_online_math_oge_product:7885ee97d6,foton,program,m9_online_math_oge,"М9 — онлайн-подготовка к ОГЭ по математике для 9 класса: 6 модулей по 5-6 недель, всего 35 недель занятий. Цель — уверенная сдача ОГЭ на 5, включая задания 24-25, и развитие стратегического мышления. В составе: живые вебинары, видео-разборы, конспекты, банк задач, домашние задания с проверкой, входная и выходная диагностика, закрытый чат, наставник и куратор, психологическая поддержка.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:foton:r4_owner_2026_06_11_foton_subject_lineup_2026_27:34cf420428,foton,program,regular_courses_2026_27,"По предметам доступны математика, физика, информатика (включая программирование); русский язык — только для 9 класса (ОГЭ) и 10–11 классов (ЕГЭ). С учебного года 2026/27 добавляется курс искусственного интеллекта.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:foton:results_social_proof_ege_avg_above_country_pts:c223cc5bc2,foton,program,results_social_proof,Фотон: средний результат ЕГЭ у учеников выше среднего по стране на 25 баллов.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:results_social_proof_industry_rating_2025:6b3eb96f4c,foton,program,results_social_proof,Фотон: в рейтинге 2025 года указан статус «Лидер отрасли 2025».,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:results_social_proof_oge_grade_5_pct:7df0ad3343,foton,program,results_social_proof,Фотон: по текущим данным 92% учеников получили оценку 5 на ОГЭ.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:results_social_proof_total_students_currently:82172b9da0,foton,program,results_social_proof,Фотон: по текущим данным сейчас обучается более 26 000 учеников.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:results_social_proof_university_admission_pct:991635cffd,foton,program,results_social_proof,Фотон: по текущим данным 97% выпускников поступили в вузы.,low,document_verified,,2026-12-31,False,manager_review_required,False
fact:v3:foton:owner_schedule_2026_27_foton_group_09ea40bee229c2f9:8eb5e9e022,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 5 класс - Продвинутый; онлайн; воскресенье онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_0d68d45267dff48c:47d4d36fde,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 10 Базовый; Верхняя Красносельская, 30; суббота, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_0d79590d74e6f74c:9b60c5e97f,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Русский язык ЕГЭ 10-11; Верхняя Красносельская, 30; суббота, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_1836d49f5e7457d3:3da09524ff,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 6 класс Продв; Верхняя Красносельская, 30; воскресенье, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_191d20ce0ba62ddb:9c6e50b856,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 9 класс Продвинутый; Верхняя Красносельская, 30; суббота, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_19f30df3f6a341d1:9db9e8a513,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 7 класс Продвинутый; Верхняя Красносельская, 30; воскресенье, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_1a3bbbbe731a0dc3:6775826c05,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика 8 Продвинутый; Верхняя Красносельская, 30; воскресенье, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_2550ba337b3d2286:f1681253d4,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика 7 Продвинутый; Верхняя Красносельская, 30; воскресенье, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_28f46db68d57a95b:cd52505229,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика 7-8; онлайн; воскресенье онлайн, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_2ce9d4f22ac763a2:038bf7c1c8,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 9 класс Базовый; Верхняя Красносельская, 30; суббота, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_2fad39c54e687728:edc0df527b,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 10 класс Продвинутый; Верхняя Красносельская, 30; суббота, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_349bf34cae045cfe:b4fddbe450,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 7; онлайн; воскресенье онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_34bfef5be982a1a2:3665363e59,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 11 класс Продвинутый; Верхняя Красносельская, 30; суббота, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_4056a0d54415648b:e20f168fdc,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 10; онлайн; воскресенье онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_48f9e3101158d423:4e45ceae7e,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 8 класс; онлайн; воскресенье онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_4a6e01963ebf1ac1:65a638ba60,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика ОГЭ 9; онлайн; суббота онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_4e3b93a25fd4bdf6:0a33d61341,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 8 класс Продвинутый; Верхняя Красносельская, 30; воскресенье, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_53f0c648e11a92d6:20cac0f2d6,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 11 класс Продвинутый; Верхняя Красносельская, 30; суббота, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_553e0d68d76e270d:2c0e8cc2f6,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 8 класс - Продвинутый; онлайн; суббота онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_5d720c55e5119514:c020749161,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика ОГЭ 9; онлайн; суббота онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_63940149e7f84ab8:189ddeb1dd,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 6 класс - Продвинутый; онлайн; воскресенье онлайн, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_641c7b461c9d7d24:76995a2399,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 7 класс Продвинутый; Верхняя Красносельская, 30; воскресенье, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_66ff8421815871bc:292920f6cc,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Русский язык 9 ОГЭ; онлайн; воскресенье онлайн, 16:45-18:45. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_6f9789b9d6439bac:a45ea39c7f,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 10 Олимп; онлайн; воскресенье онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_717cd18d0fe4b9fc:b3d33dbe62,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 7 класс - Продвинутый; онлайн; суббота онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_7c1a6df4dc307d71:eb11e3c881,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 5 класс Продв; Верхняя Красносельская, 30; воскресенье, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_7d08e2d3b12e39bb:0f7192c6f6,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 11 ЕГЭ; онлайн; воскресенье онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_7dccdcbe7f9cfc53:27a994e948,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика 6; онлайн; воскресенье онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_7fdcf979d04bc7eb:0a98a99b69,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 9 Олимп; онлайн; воскресенье онлайн, 16:45-18:45. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_81d4d1529b96dda1:266a77ef39,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 5-6 класс; Верхняя Красносельская, 30; воскресенье, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_85faf8a85dfad02c:20784e840b,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Русский язык ЕГЭ 10-11; онлайн; воскресенье онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_86e4752e117cfd49:a5451f9f01,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 9 Олимп; онлайн; суббота онлайн, 16:45-18:45. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_90767093c3baad57:73b929d6f7,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 4 класс; онлайн; суббота онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_9125d61ea72974aa:8680288563,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 11 класс Базовый; Верхняя Красносельская, 30; суббота, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_936d02ff40717ad1:2c528c67da,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика 10; онлайн; воскресенье онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_9d9f120edf462cee:97aaba50bb,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 3-4 класс Олимп; Верхняя Красносельская, 30; воскресенье, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_9edf4b579d55886d:090685dc10,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика 5-6; Верхняя Красносельская, 30; воскресенье, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_a2f9662e8923e48a:d3d570a05c,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 3-4 класс Базовый; Верхняя Красносельская, 30; воскресенье, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_aa0e76ca8567c3dd:ff2dd36aa7,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 9 класс Продвинутый; Верхняя Красносельская, 30; суббота, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_aaff700a530a6540:9d91143432,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 11 ЕГЭ; онлайн; воскресенье онлайн, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_b1886424d0df6e62:4e42da8184,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика ОГЭ 9; онлайн; суббота онлайн, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_c7087b6c49e26c64:5780d3032a,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика ЕГЭ (10 и 11 класс); онлайн; воскресенье онлайн, 16:45-18:45. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_c776990d3c208584:3c4ecc7d21,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 8 класс Продвинутый; Верхняя Красносельская, 30; воскресенье, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_cbd1af88a0addcc1:7b6f473039,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 3-4 класс Олимп; Верхняя Красносельская, 30; воскресенье, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_d31802b7ac388a59:796a8ea24f,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 3 класс; онлайн; суббота онлайн, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_d7d9db720dadfbeb:d752f7667f,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика 10-11; Верхняя Красносельская, 30; суббота, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_dc9f83ac76e02721:fbbfca2aa0,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 9 класс Продвинутый; Верхняя Красносельская, 30; суббота, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_de14ae32b76e7043:aa63c6dfa8,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 5 Олимп; онлайн; воскресенье онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_e937907f7eabcbdd:4965963b3d,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 10 Олимп; онлайн; суббота онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_e9657390b5cc81bd:b6051a16bc,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 3-4 класс Продв; Верхняя Красносельская, 30; воскресенье, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_ea677b0bf73a0719:02c48f252c,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 11 Олимп; онлайн; суббота онлайн, 16:45-18:45. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_ea981576cf31d37d:1a3e47604b,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика 10-11; Верхняя Красносельская, 30; суббота, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_ed8c0da743733a0e:437630f40c,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Русский язык ОГЭ; Верхняя Красносельская, 30; суббота, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_eec566b5492dc3ac:c9815e35e1,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 10; онлайн; воскресенье онлайн, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_f0accb50c3a24fa9:4df2b58cf4,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 6 Олимп; онлайн; воскресенье онлайн, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_f1adb33b6ec57123:05e16d8728,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 11 Олимп; онлайн; воскресенье онлайн, 16:45-18:45. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_f26ef7a5c2e67e8c:a59e25f1ad,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Математика 7 Олимп; онлайн; воскресенье онлайн, 14:30-16:30. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_f3f22e51c7403240:5d5c6166ce,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Информатика ОГЭ; Верхняя Красносельская, 30; суббота, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_f82a82d7076c2cfa:72a2f64029,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 8 класс Базовый; Верхняя Красносельская, 30; воскресенье, 10:00-12:00. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:owner_schedule_2026_27_foton_group_fde4d35ce753e407:bbcb15ed73,foton,schedule,schedule_2026_27,"Фотон: актуальная группа — Физика 11 класс Базовый; Верхняя Красносельская, 30; суббота, 12:15-14:15. Точная дата старта группы в источнике не указана.",low,document_verified,2026-08-13,2027-05-31,False,answer_source,True
fact:v3:foton:bot_policy_approved_phrases_theme_17_teachers_foton:a25fd7613b,foton,teacher,theme_17_teachers,"Преподаватели — из МФТИ, МГУ, ВШЭ, МГТУ им. Баумана, МИФИ. Эксперты ЕГЭ, члены жюри олимпиад. Если ребёнку не подойдёт педагог — переведём в другую группу.",low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:owner_2026_08_13_unpk_lvsh_2027_dates:8ed2779b6f,unpk,camp_lvsh,lvsh_2027,УНПК МФТИ: ЛВШ 2027 проходит 17-27 июля 2027 года.,low,document_verified,2026-08-13,2027-07-27,False,answer_source,False
fact:v3:unpk:owner_2026_08_13_unpk_zvsh_2027_dates:494a1984cc,unpk,camp_zvsh,zvsh_2027,УНПК МФТИ: предварительные даты ЗВШ 2027 — 3-10 января 2027 года.,low,document_verified,2026-08-13,2027-01-10,False,answer_source,False
fact:v3:unpk:tg_unpk_verified_2026_05_21_client_facts_zvsh_subject_hours_client_safe_text:ba35da56a8,unpk,camp_zvsh,tg_unpk_verified_2026_05_21,В зимней выездной школе в Менделеево ориентир программы — около 21 часа физики и около 21 часа математики; дни физики и математики чередуются.,low,document_verified,,2026-12-31,False,answer_source,False
fact:v3:unpk:contacts_unpk_contact_hours_client_safe_text:d49ca776ca,unpk,contact,contacts_unpk,УНПК МФТИ: актуальные часы связи проверьте на официальной странице контактов; по будням и выходным они могут отличаться.,low,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:contacts_unpk_email:718d885c77,unpk,contact,contacts_unpk,УНПК: контакты — edu@kmipt.ru.,low,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:contacts_unpk_phone:13999567b6,unpk,contact,contacts_unpk,УНПК: контакты — +7 (495) 150-81-51.,low,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:contacts_unpk_telegram:eb9ebca792,unpk,contact,contacts_unpk,УНПК: контакты — @unpk_mipt.,low,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:contacts_unpk_toll_free:b286b76e62,unpk,contact,contacts_unpk,УНПК: контакты — 8 (800) 500-81-51.,low,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:contacts_unpk_website:4df75b17bf,unpk,contact,contacts_unpk,УНПК: контакты — kmipt.ru.,low,document_verified,,2026-12-31,False,manager_review_required,True
fact:v3:unpk:processes_2026_06_10_unpk_contact_channels:a466bc2ef7,unpk,contacts,customer_processes_2026_06_10,"Писать можно в этот чат, на почту edu@kmipt.ru или в Telegram @unpk_mipt. Горячая линия: 8 (800) 500-81-51 и 8 (495) 150-81-51.",low,document_verified,,2026-12-31,False,answer_source,True
fact:v3:unpk:r4_owner_2026_06_11_unpk_main_office_dolgoprudny:b0b46c5338,unpk,contacts,main_office,"Главный офис УНПК: Долгопрудный, Первомайская, д. 3, каб. 401, корпус прикладной математики МФТИ.",low,document_verified,,2026-12-31,False,answer_source,True
fact:v3:unpk:academic_year_2026_27_semester_1_weeks:3ad9021e33,unpk,course_parameter,academic_year_2026_27,УНПК: в первом семестре 2026/27 учебного года 20 недель.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:academic_year_2026_27_semester_2_weeks:54d70ef4e2,unpk,course_parameter,academic_year_2026_27,УНПК: во втором семестре 2026/27 учебного года 15 недель.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:academic_year_2026_27_start:68812d0d30,unpk,course_parameter,academic_year_2026_27,"УНПК: учебный год 2026/27, старт занятий — 12-27 сентября 2026 в зависимости от площадки.",low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:academic_year_2026_27_start_by_location_mfti_institutsky_9:c9b8640bfb,unpk,course_parameter,academic_year_2026_27,УНПК: учебный год 2026/27 — 20 сентября 2026.,low,document_verified,,2027-08-31,False,manager_review_required,False
fact:v3:unpk:academic_year_2026_27_start_by_location_moscow:34d08ff66d,unpk,course_parameter,academic_year_2026_27,"УНПК: учебный год 2026/27, Москва — 12-13 сентября 2026.",low,document_verified,,2027-08-31,False,manager_review_required,False
